Request Rate,Payload Size,Unique IPs,Label
780,3726,29,0
1320,2922,3,1
1142,8383,33,1
532,950,11,0
1246,1207,45,1
166,399,5,0
643,8202,32,1
1180,9769,47,1
1208,5500,18,1
90,1182,47,1
1118,8267,20,1
13,9657,39,1
973,2900,49,1
1858,4051,40,1
805,9067,28,0
945,6868,13,0
742,1552,26,0
1858,1781,16,1
1828,2403,25,1
1462,7257,10,1
1562,1951,29,1
1611,1997,46,1
1992,5925,38,1
876,9619,20,0
1960,8906,26,1
1835,344,32,1
1174,9048,39,1
660,9115,38,1
1032,3907,49,1
1053,2879,24,1
296,1946,31,1
986,7121,40,1
926,9532,12,0
1745,573,36,1
640,4231,10,0
340,1892,6,0
628,1834,7,0
439,7315,31,1
1168,7329,27,1
942,5288,8,0
830,5381,3,0
1771,5958,40,1
519,1044,47,1
976,1611,21,0
1069,4181,1,1
955,6218,45,1
1263,958,15,1
952,3660,7,0
944,8521,15,0
155,8469,25,0
1205,2715,3,1
1239,1713,30,1
88,2940,14,0
1280,1874,4,1
1535,3971,36,1
1097,8373,3,1
931,945,5,0
179,9508,25,0
212,3360,31,1
1829,3245,11,1
1258,7902,8,1
465,2363,26,0
1775,8736,2,1
1247,8255,28,1
631,1022,48,1
825,6795,10,0
1288,4388,39,1
1231,5858,37,1
607,8231,39,1
885,2730,21,0
1758,7916,28,1
366,9459,38,1
276,7656,33,1
380,6030,11,0
1767,7100,45,1
1333,3612,44,1
1655,6166,1,1
1292,9187,47,1
945,3822,33,1
1809,5748,3,1
1088,2160,26,1
810,3134,15,0
1374,2487,41,1
925,7108,14,0
1939,8131,23,1
494,1899,8,0
1547,4507,36,1
1122,2880,20,1
1970,1227,6,1
1095,8630,33,1
364,7465,28,0
570,7711,38,1
1826,7635,30,1
763,9464,46,1
276,2908,43,1
50,4397,17,0
1382,4659,9,1
728,548,28,0
906,5108,7,0
928,4993,46,1
564,893,28,0
783,536,17,0
485,6112,40,1
1108,5969,48,1
1923,1720,44,1
1829,4408,44,1
1662,1048,5,1
1832,4044,5,1
584,9419,14,0
1320,291,6,1
236,1503,7,0
56,2090,17,0
1943,1204,9,1
360,648,31,1
1931,5861,22,1
110,8862,45,1
192,8003,9,0
904,1884,16,0
1117,904,36,1
862,9090,34,1
568,8902,45,1
1084,7617,13,1
650,6931,19,0
39,7017,12,0
1564,4338,36,1
1073,3360,10,1
1444,4467,16,1
637,5751,28,0
1037,3471,19,1
36,2193,40,1
101,4101,6,0
1818,6656,4,1
1110,7910,30,1
1540,4654,39,1
1247,9724,31,1
1362,2617,46,1
1984,8797,27,1
166,5905,45,1
383,1196,21,0
1880,9336,37,1
1919,7161,9,1
1400,2304,35,1
1495,4002,42,1
790,1452,47,1
1666,1696,21,1
31,8867,17,0
1399,7080,24,1
11,779,31,1
1326,3812,6,1
96,9421,35,1
1214,8609,37,1
453,5401,13,0
192,5834,25,0
486,8081,32,1
1290,5992,1,1
1448,3796,49,1
1152,7229,35,1
238,3096,19,0
1944,7337,12,1
1379,7427,40,1
1964,7507,40,1
1136,2642,47,1
1852,778,43,1
1470,5466,20,1
1367,5743,33,1
1169,7510,29,1
1089,9935,16,1
1271,5641,14,1
735,934,7,0
991,9960,6,0
1514,6126,21,1
825,8572,36,1
1463,8070,22,1
106,6918,40,1
181,5128,19,0
184,4803,25,0
226,9538,3,0
777,1872,36,1
790,2264,45,1
1933,7211,34,1
1113,8483,11,1
688,2935,48,1
530,2765,42,1
1395,6213,47,1
972,2663,27,0
936,8598,42,1
1937,8231,2,1
1423,8823,6,1
106,2796,46,1
1295,4787,2,1
1999,7421,42,1
831,7113,17,0
1527,7804,40,1
679,5671,48,1
1549,7436,14,1
849,158,10,0
1056,9865,45,1
393,1240,33,1
40,2662,42,1
660,2952,12,0
1242,6741,32,1
1755,1041,49,1
981,6641,24,0
1106,7530,14,1
845,1521,5,0
1744,5865,5,1
201,535,47,1
447,939,32,1
1868,4101,45,1
1452,5348,49,1
1062,5059,33,1
1235,1750,46,1
444,5928,4,0
1351,9537,30,1
761,2361,41,1
227,9207,17,0
48,5994,3,0
1042,6378,13,1
912,3989,44,1
1463,6997,48,1
1831,1426,36,1
1732,6001,18,1
187,3458,23,0
345,1685,35,1
224,5745,49,1
830,488,33,1
488,2891,36,1
1933,3432,17,1
877,803,39,1
849,5934,34,1
1253,2920,12,1
1414,8153,5,1
979,5059,48,1
1613,1159,40,1
1017,9590,27,1
188,1401,40,1
1882,8965,13,1
270,7796,26,0
1631,4399,14,1
310,6171,32,1
1156,4212,11,1
1575,7981,38,1
1096,9308,16,1
1817,8501,22,1
845,598,47,1
1696,8720,16,1
1211,7345,13,1
486,2205,12,0
1215,9845,18,1
1446,5427,29,1
120,5730,18,0
220,3306,46,1
53,7237,2,0
1758,2669,2,1
1475,2728,3,1
1436,6864,29,1
1667,1167,8,1
1261,1606,11,1
758,3113,12,0
738,9959,32,1
720,6742,4,0
406,4166,9,0
608,1047,24,0
1021,4489,49,1
422,8243,16,0
712,1271,17,0
247,6214,47,1
72,271,22,0
1854,5782,7,1
185,9435,10,0
6,5956,29,0
1230,6309,36,1
1568,3677,24,1
1635,8480,46,1
906,4176,14,0
387,257,14,0
1792,7877,25,1
699,2817,46,1
1100,8537,22,1
1201,2895,47,1
827,7300,23,0
1823,7628,32,1
349,2477,26,0
1279,9141,27,1
1861,1910,45,1
1726,5290,12,1
308,5532,19,0
1369,7995,19,1
1151,2226,34,1
1961,7053,32,1
287,3130,29,0
766,6423,21,0
725,5847,35,1
762,5705,42,1
1620,5991,5,1
1511,3176,12,1
383,2444,7,0
1430,719,41,1
388,2507,2,0
525,6360,25,0
1581,3104,10,1
639,4014,38,1
938,3696,44,1
1650,9969,6,1
1969,4139,27,1
276,1404,35,1
500,5730,10,0
717,7382,9,0
337,3407,20,0
1974,1461,37,1
932,6765,35,1
481,4394,37,1
1921,1887,40,1
911,1173,8,0
1997,9457,46,1
1297,6002,31,1
1944,3699,49,1
1082,3155,43,1
1352,6576,16,1
1755,759,28,1
109,6420,6,0
1303,6613,32,1
1710,4742,28,1
328,9421,11,0
1800,6473,42,1
315,4566,23,0
1498,9760,30,1
1135,5687,9,1
699,2571,28,0
781,9443,24,0
1959,6275,28,1
1253,8384,24,1
1521,1381,15,1
156,3277,39,1
1497,5767,33,1
1725,4611,47,1
1296,3981,34,1
887,2513,22,0
1026,1644,29,1
758,4884,34,1
722,5861,42,1
1535,7974,47,1
913,7061,10,0
1310,5726,45,1
871,4614,30,0
13,1245,11,0
608,9202,34,1
498,5550,21,0
1757,1666,13,1
238,3105,25,0
1118,4607,21,1
1362,4348,1,1
781,8383,5,0
1195,4092,22,1
606,8622,7,0
661,8127,13,0
1648,5860,45,1
1591,9246,23,1
849,8145,21,0
936,3077,6,0
1491,5447,20,1
628,4389,12,0
143,629,40,1
1225,2992,9,1
1204,9558,28,1
714,7543,11,0
1388,9765,32,1
479,4834,11,0
565,9889,24,0
471,2625,15,0
384,3861,41,1
1716,6241,35,1
926,2842,17,0
417,4735,25,0
1849,4525,49,1
308,8761,35,1
649,3930,19,0
1718,7092,41,1
1391,633,31,1
1025,4662,17,1
1068,7220,23,1
739,6663,47,1
1867,7389,1,1
1122,4187,10,1
1744,9053,8,1
1289,9182,42,1
1824,2455,26,1
1807,2055,34,1
140,3071,19,0
1505,5639,14,1
1261,7593,8,1
974,1772,1,0
1017,2936,48,1
953,5027,25,0
904,5039,24,0
72,3744,47,1
1691,2397,20,1
1214,4161,30,1
1292,3266,5,1
1345,9611,3,1
107,283,32,1
1256,9575,17,1
1066,2946,42,1
1726,9724,5,1
883,4822,11,0
139,882,38,1
615,1607,4,0
1707,5955,39,1
863,7638,19,0
273,776,39,1
1505,7350,46,1
416,7913,49,1
506,4190,23,0
733,5823,17,0
1749,9652,13,1
1877,2786,27,1
424,8482,1,0
1431,9134,2,1
1592,8626,18,1
390,7789,36,1
342,1210,45,1
946,678,33,1
614,161,36,1
1957,486,2,1
493,9461,4,0
192,2300,16,0
499,1783,4,0
822,6421,9,0
1736,8156,49,1
1257,8778,21,1
1969,7514,23,1
227,6743,2,0
1395,8832,3,1
139,5731,23,0
856,8045,26,0
817,7826,47,1
1173,5269,7,1
1139,9530,36,1
1474,9282,44,1
1087,6887,33,1
104,4567,49,1
1875,5332,36,1
871,8230,4,0
668,6296,23,0
273,4007,25,0
1030,4388,41,1
1171,6834,26,1
184,1180,28,0
1052,6340,28,1
1986,297,21,1
1574,7914,10,1
1143,7951,27,1
293,9890,15,0
1395,1700,17,1
1268,7562,39,1
1604,6966,35,1
1750,3792,5,1
1242,8975,16,1
177,3183,23,0
1323,4089,39,1
1700,432,48,1
58,6206,9,0
1293,7433,33,1
308,6755,35,1
1594,5408,40,1
1312,4300,24,1
977,2821,24,0
1129,9098,24,1
1252,1164,19,1
1271,9180,39,1
700,6920,25,0
1518,8612,31,1
83,4057,38,1
1210,2482,25,1
252,3331,27,0
1379,7108,32,1
1774,1600,11,1
1896,1668,5,1
1720,5992,44,1
796,3381,33,1
897,9811,19,0
1962,4189,43,1
210,1965,47,1
816,9697,16,0
1832,5700,35,1
609,6155,11,0
447,104,11,0
460,8059,10,0
968,1268,34,1
472,2498,5,0
1744,2730,23,1
370,6708,25,0
900,447,29,0
1958,5961,40,1
1516,3442,13,1
923,6600,47,1
137,2674,32,1
367,3925,34,1
912,4693,12,0
184,5372,24,0
1612,8344,40,1
1311,248,21,1
472,8794,29,0
1399,969,23,1
654,3621,33,1
749,3971,8,0
537,1400,42,1
1535,7695,13,1
802,4933,5,0
1603,6770,41,1
1274,2551,10,1
920,4485,14,0
510,8630,24,0
630,2924,11,0
1002,6954,46,1
1097,9985,3,1
1306,6064,29,1
916,1086,48,1
1984,8271,30,1
1384,3590,49,1
1034,8176,37,1
1235,3867,7,1
1859,2106,17,1
152,8025,20,0
1029,3207,11,1
1219,4568,44,1
1978,3430,25,1
1307,8822,24,1
464,1023,2,0
1137,6347,27,1
271,8532,19,0
1187,1996,29,1
460,7983,37,1
105,3424,11,0
1717,913,19,1
1580,4850,28,1
1306,7718,39,1
1711,882,21,1
162,4155,26,0
351,7889,22,0
434,8299,6,0
852,3239,11,0
140,5107,14,0
1495,4151,36,1
1156,7675,40,1
87,8809,41,1
1712,3290,2,1
183,5737,43,1
368,678,20,0
129,8238,22,0
1270,4582,39,1
1625,1965,4,1
1602,5589,29,1
670,1476,46,1
1923,9197,24,1
1402,5508,1,1
149,8263,24,0
985,5158,30,0
852,9256,12,0
1457,6383,19,1
628,2076,37,1
1750,6543,40,1
1493,4859,43,1
446,7695,4,0
1505,5020,15,1
884,1987,20,0
294,1091,44,1
1789,5328,20,1
1167,8146,21,1
250,6550,10,0
878,3704,30,0
948,1183,24,0
975,8726,48,1
1326,120,40,1
1049,9764,40,1
789,1199,38,1
984,6941,3,0
889,2737,29,0
890,8681,8,0
1925,7844,29,1
70,3513,10,0
625,7557,5,0
875,1454,11,0
1136,6502,4,1
1388,4621,49,1
1327,5225,35,1
471,105,40,1
1988,8482,12,1
91,8439,21,0
530,4453,16,0
661,3650,14,0
739,8131,21,0
726,4205,48,1
872,9402,27,0
1687,5183,36,1
192,8916,1,0
1987,2275,1,1
1576,9370,22,1
1266,8837,15,1
138,5324,20,0
345,1295,3,0
1204,2169,14,1
1009,3458,9,1
1736,2538,19,1
503,8908,40,1
203,4344,34,1
573,3443,4,0
192,1911,33,1
5,271,43,1
1914,4242,37,1
1261,725,2,1
1717,6006,27,1
311,8083,45,1
549,4163,17,0
56,8744,49,1
443,9710,31,1
1261,8242,41,1
870,853,6,0
1885,6951,31,1
1221,5204,3,1
585,7443,40,1
1595,7026,3,1
752,6927,33,1
1538,9517,13,1
1473,8459,21,1
360,3785,37,1
1724,8377,16,1
819,9969,21,0
30,2082,48,1
1803,5044,44,1
108,7992,13,0
844,9778,4,0
1959,8291,31,1
1626,8733,9,1
717,8562,48,1
891,443,33,1
1992,9498,37,1
1983,3181,37,1
960,6737,24,0
1469,9549,25,1
893,2391,41,1
1462,1632,29,1
732,4462,40,1
1914,1753,47,1
606,5088,36,1
457,6444,15,0
615,8530,45,1
1759,9206,18,1
698,1538,20,0
1720,3116,5,1
1519,9752,18,1
674,8266,40,1
1271,6489,1,1
543,6077,19,0
1588,3179,23,1
857,6395,26,0
1612,2358,49,1
897,8658,29,0
1463,3091,34,1
278,3841,19,0
552,185,48,1
1637,2593,18,1
111,6547,2,0
385,8423,27,0
1857,7688,6,1
761,1003,39,1
1215,5183,6,1
1514,9513,6,1
694,6290,31,1
1450,2904,41,1
405,1326,40,1
1359,1384,30,1
1233,789,21,1
22,5243,41,1
678,4882,44,1
611,4981,18,0
1232,4607,23,1
8,2096,38,1
702,4481,23,0
1711,7780,28,1
1809,9401,36,1
529,529,25,0
602,5800,7,0
1677,3881,18,1
657,8894,20,0
166,8731,5,0
849,9276,18,0
496,5568,42,1
590,4607,40,1
429,627,33,1
774,3096,15,0
163,3567,35,1
366,1461,47,1
1550,6917,46,1
1263,803,1,1
72,762,21,0
1469,8656,8,1
655,9214,7,0
1846,6356,41,1
1533,8467,44,1
1819,5397,40,1
269,9227,40,1
1777,8673,30,1
415,5478,38,1
1269,405,35,1
1016,5597,2,1
675,4797,46,1
1084,2490,8,1
6,7322,38,1
1733,8033,4,1
982,1565,37,1
570,7952,21,0
1841,502,13,1
407,7040,9,0
1241,2770,45,1
1954,8195,29,1
26,8468,41,1
1839,4644,24,1
1029,9034,16,1
986,5760,12,0
1556,6174,2,1
390,2448,19,0
710,6950,30,0
571,4502,16,0
1472,850,24,1
754,9160,13,0
146,4162,5,0
1412,7534,23,1
785,8505,38,1
1273,1717,31,1
526,2630,17,0
1486,3433,49,1
13,7334,49,1
903,9889,3,0
384,5868,26,0
556,7807,13,0
887,611,44,1
1423,5182,38,1
19,6960,22,0
575,352,21,0
1515,4233,29,1
751,8920,45,1
1004,3576,46,1
419,9278,39,1
1361,1825,5,1
419,2193,14,0
1939,1801,18,1
1940,8596,4,1
1636,5934,33,1
1699,4440,39,1
1952,2907,20,1
122,6401,13,0
432,7672,36,1
44,1124,45,1
1896,3075,4,1
1944,8798,35,1
1341,4956,8,1
381,6824,40,1
145,9345,49,1
1351,2667,47,1
363,4687,36,1
1074,5022,6,1
1089,5146,22,1
355,2994,6,0
800,7303,42,1
1188,7578,36,1
1165,5374,9,1
1990,9392,16,1
826,9928,39,1
1152,9747,46,1
398,3713,38,1
1957,138,33,1
880,3184,18,0
463,6365,12,0
1775,6698,27,1
1860,2515,47,1
808,858,1,0
187,4442,15,0
1744,7166,47,1
732,3216,27,0
1936,864,16,1
1214,9606,21,1
1412,4129,1,1
429,6545,29,0
858,7543,3,0
1308,1417,12,1
1888,800,28,1
237,7627,39,1
1218,4483,37,1
1311,1693,31,1
771,4245,31,1
758,9522,33,1
136,6807,33,1
792,7097,47,1
1807,7126,40,1
171,2712,11,0
159,7499,46,1
201,2008,29,0
1511,7054,25,1
1581,1890,13,1
962,8268,44,1
1800,3028,19,1
583,9380,36,1
1528,7781,28,1
876,5351,4,0
371,4227,3,0
103,5063,38,1
1002,5411,37,1
1149,9457,43,1
1337,8892,25,1
976,2125,41,1
798,9876,35,1
1482,7915,29,1
1254,1087,41,1
658,5410,29,0
882,2065,12,0
1221,7416,35,1
1909,9731,20,1
733,968,17,0
423,2163,12,0
572,1229,36,1
1634,4478,10,1
171,5254,18,0
1406,6356,30,1
173,6551,8,0
663,2034,41,1
453,1176,13,0
350,5300,31,1
1926,1739,6,1
1976,9684,7,1
1658,6485,21,1
494,8322,38,1
620,8096,43,1
1028,803,49,1
1117,9160,28,1
919,5580,44,1
6,8524,21,0
288,7877,21,0
1642,5462,24,1
1170,1050,27,1
1807,8350,27,1
1448,2918,13,1
1914,3700,29,1
608,8593,39,1
457,7945,28,0
1765,3044,37,1
1226,6355,29,1
1236,7680,48,1
1030,8608,22,1
624,5364,36,1
376,7618,30,0
1915,8222,28,1
447,1278,23,0
835,3955,33,1
1130,8623,4,1
1675,6137,3,1
811,627,32,1
1425,2159,4,1
1120,9390,1,1
1412,311,12,1
959,1814,13,0
1476,2788,34,1
849,3366,29,0
809,5249,9,0
979,9324,31,1
1925,1432,7,1
416,6920,13,0
726,5991,2,0
1528,4786,33,1
454,4191,7,0
1315,543,18,1
1558,9790,8,1
1217,1026,12,1
150,6346,43,1
1904,722,30,1
759,9771,9,0
779,3137,28,0
973,333,4,0
763,9909,39,1
1002,2791,17,1
1539,7502,11,1
1417,486,2,1
1340,1734,23,1
76,8210,22,0
599,4233,26,0
1294,9476,12,1
225,5681,32,1
1554,2067,9,1
113,5668,43,1
251,7384,5,0
1257,8532,26,1
841,5245,7,0
1815,5867,29,1
714,8853,33,1
1107,2099,24,1
125,5001,25,0
1199,2879,31,1
1093,9967,29,1
1071,6292,5,1
884,1777,38,1
1280,9943,45,1
1751,4277,11,1
30,7311,32,1
281,7973,8,0
924,3941,20,0
1261,7198,34,1
1272,6516,47,1
368,4985,42,1
495,694,8,0
1049,2712,2,1
1610,6459,21,1
718,1596,15,0
1514,3655,6,1
1017,4961,5,1
1518,4866,3,1
1338,3458,43,1
606,9893,43,1
375,1014,16,0
639,1944,35,1
1961,2095,9,1
1049,7725,35,1
1358,194,19,1
1379,8784,43,1
116,3169,46,1
48,249,34,1
1762,1146,39,1
1802,2903,10,1
99,5434,10,0
1483,8690,20,1
1547,4576,1,1
1621,7376,6,1
405,651,46,1
1238,8586,2,1
685,1243,38,1
903,555,33,1
503,9845,3,0
1745,8460,36,1
1472,2046,13,1
894,6215,35,1
1600,7410,15,1
258,6280,45,1
844,5917,22,0
121,5480,43,1
810,6474,4,0
978,8545,17,0
54,8170,5,0
1019,1420,21,1
1355,7223,24,1
784,6253,31,1
241,6689,40,1
1779,3707,30,1
1554,500,42,1
483,6142,7,0
1013,462,49,1
187,3951,7,0
1882,3512,27,1
656,184,24,0
262,1924,19,0
953,8599,41,1
1388,8922,34,1
491,4875,22,0
431,7968,27,0
239,7719,6,0
304,7518,10,0
298,2471,45,1
76,7168,31,1
1724,3400,25,1
1357,5921,2,1
1924,7903,10,1
999,7564,10,0
1782,826,26,1
642,7221,5,0
1498,9940,22,1
827,4412,4,0
1947,8100,34,1
283,9561,7,0
591,4643,17,0
72,8114,11,0
1287,418,8,1
703,3575,28,0
1903,5253,44,1
1911,4234,33,1
1966,1702,25,1
575,2356,21,0
1000,9121,12,0
892,9147,26,0
12,7419,29,0
141,7632,38,1
1790,7466,35,1
1579,2748,37,1
17,7003,46,1
1087,1958,44,1
253,1202,45,1
465,2581,45,1
376,1920,29,0
1828,3258,49,1
981,3784,24,0
520,7511,15,0
1861,9547,6,1
90,3751,32,1
720,7807,44,1
804,8561,34,1
796,8207,36,1
630,6981,20,0
1885,6320,12,1
1199,4930,35,1
76,5079,49,1
1637,7434,38,1
926,3875,17,0
1687,9404,27,1
400,748,17,0
1806,9471,11,1
970,116,39,1
1095,8408,2,1
1204,6576,2,1
1148,6042,29,1
1405,1645,45,1
1317,2793,24,1
797,7699,24,0
195,4189,16,0
1935,6359,31,1
228,5158,49,1
1455,9568,43,1
1966,3340,9,1
1460,5042,27,1
1811,3888,41,1
461,7053,14,0
618,471,45,1
1045,7120,25,1
64,7220,43,1
165,5802,44,1
27,8447,22,0
1335,2761,35,1
1012,7280,33,1
285,6751,27,0
1684,8756,40,1
281,4978,26,0
838,4415,19,0
831,6258,45,1
1188,8408,39,1
1922,6574,45,1
918,1474,26,0
224,7493,6,0
784,4503,3,0
1170,3646,6,1
965,4077,28,0
950,9488,3,0
1892,3511,13,1
1054,9088,13,1
45,3992,13,0
1811,7424,1,1
471,8442,40,1
34,3349,37,1
653,211,31,1
1451,782,17,1
830,1261,9,0
1910,7500,45,1
221,2479,13,0
1892,5526,37,1
534,8452,14,0
692,1525,11,0
1972,3761,25,1
1391,8569,31,1
932,9848,14,0
841,7140,7,0
1767,4692,24,1
1011,7630,49,1
1939,3207,36,1
1574,402,42,1
582,4633,42,1
1140,2873,47,1
239,7299,44,1
1359,4381,41,1
441,4868,3,0
148,1100,47,1
1033,1818,44,1
1312,7269,26,1
388,7461,47,1
1074,3930,26,1
1874,7254,1,1
1541,5120,15,1
916,2982,11,0
1879,1098,37,1
638,384,7,0
1611,8712,12,1
1701,2260,38,1
278,3165,3,0
1978,1594,42,1
1860,4723,26,1
989,2643,30,0
1324,4900,32,1
1826,9013,36,1
589,1501,45,1
1834,545,37,1
649,4622,18,0
618,3867,1,0
1631,2651,21,1
135,5746,28,0
580,3988,48,1
1171,4916,16,1
490,2831,48,1
478,7799,28,0
1183,2729,22,1
384,7787,19,0
163,1157,48,1
441,6934,1,0
1877,9049,31,1
1213,1895,42,1
415,9935,34,1
1363,4949,46,1
1631,8315,40,1
1205,9531,6,1
288,4250,28,0
1858,9596,3,1
187,7047,31,1
1908,6570,16,1
1162,7279,17,1
130,3812,44,1
194,5558,27,0
316,5415,24,0
1809,5481,20,1
1888,9597,32,1
144,3274,35,1
16,6487,13,0
1326,9073,48,1
423,6867,43,1
245,666,20,0
927,4722,48,1
1131,4232,2,1
1112,8930,4,1
129,7095,27,0
907,4267,25,0
887,2770,4,0
341,9464,32,1
4,8396,17,0
1351,1782,1,1
1434,9154,33,1
1903,8590,30,1
306,870,5,0
908,9754,12,0
607,3954,38,1
1745,3218,32,1
1249,2232,38,1
1995,7325,17,1
1372,1090,45,1
992,810,40,1
321,4404,32,1
559,5467,24,0
1205,138,12,1
618,1375,47,1
711,7169,31,1
1410,4957,19,1
1642,1536,29,1
1816,9761,21,1
1796,2199,26,1
1132,8665,28,1
531,7793,17,0
410,4351,9,0
1995,4125,21,1
1320,9405,34,1
818,6312,11,0
1195,3334,20,1
1355,9557,49,1
493,7762,47,1
1219,7650,39,1
12,3223,16,0
195,753,29,0
490,4258,1,0
795,8800,18,0
881,9979,22,0
182,5643,8,0
962,9680,7,0
1841,2297,25,1
656,4011,30,0
1922,5335,34,1
1340,4899,44,1
694,8807,48,1
30,5460,41,1
1620,8321,11,1
1702,425,15,1
1820,3866,35,1
1817,4211,23,1
1120,8402,45,1
1405,7115,21,1
778,6956,28,0
444,206,13,0
298,2526,34,1
808,4478,38,1
1761,4464,6,1
845,2631,44,1
1016,6910,4,1
1385,5416,5,1
1398,5462,40,1
554,4793,6,0
303,9090,21,0
421,5368,28,0
1270,2111,3,1
1744,525,23,1
1261,3144,8,1
1558,6329,19,1
185,1339,11,0
468,6666,10,0
754,3491,28,0
363,4313,20,0
1307,4097,44,1
1577,3106,28,1
336,7125,29,0
162,3139,8,0
1184,6658,19,1
1498,8890,48,1
1625,1284,21,1
1346,2684,18,1
12,8202,9,0
1448,7216,4,1
1097,4483,41,1
588,4036,25,0
1882,1799,34,1
201,4607,9,0
522,235,9,0
1888,2125,18,1
505,3635,11,0
1762,4954,13,1
1712,5467,38,1
788,2990,9,0
1063,2857,16,1
60,3873,4,0
578,8672,34,1
321,6752,7,0
1459,1628,15,1
1660,4671,38,1
1700,5149,11,1
1432,948,32,1
923,4227,27,0
1410,7451,30,1
1695,5966,17,1
569,5969,36,1
1102,2221,19,1
1218,4781,7,1
1309,572,43,1
527,1887,45,1
524,213,21,0
613,9628,28,0
1180,6573,3,1
1364,8630,14,1
125,2385,2,0
871,1296,29,0
280,178,18,0
917,4659,37,1
1930,6117,45,1
622,2752,45,1
846,4418,24,0
1893,5485,46,1
1682,9548,12,1
1752,7154,45,1
1934,927,32,1
674,5023,18,0
1152,3485,13,1
314,6156,4,0
332,2065,23,0
1174,2527,10,1
1478,2941,5,1
36,8905,40,1
1709,8854,14,1
1444,6663,34,1
1046,5940,28,1
206,7910,8,0
639,6164,16,0
848,7244,31,1
1981,4452,7,1
1380,284,3,1
440,5909,29,0
729,4165,36,1
1120,7281,39,1
1953,8537,4,1
941,7604,9,0
164,7526,17,0
148,9157,49,1
1554,2187,20,1
294,700,14,0
195,7904,46,1
663,5637,29,0
480,3133,13,0
1901,2156,36,1
123,8824,45,1
1424,5184,17,1
699,2142,47,1
965,8060,43,1
1476,457,4,1
661,477,20,0
1128,4588,11,1
1779,4897,42,1
1486,3407,22,1
1767,2696,45,1
1742,883,8,1
710,6024,28,0
396,2479,45,1
912,7931,41,1
1361,9274,30,1
1005,9334,33,1
1623,5367,33,1
1166,7738,47,1
317,2638,36,1
1735,961,27,1
1582,1976,20,1
1824,3626,33,1
1551,9977,25,1
1580,1722,44,1
1425,5618,43,1
681,2757,19,0
1334,2032,47,1
495,8799,21,0
556,3578,42,1
610,2756,33,1
1797,9413,3,1
109,389,14,0
1819,7111,15,1
372,5958,33,1
855,7423,42,1
616,2929,22,0
768,6062,1,0
1915,4912,31,1
206,7364,47,1
847,9692,35,1
43,8858,20,0
865,1573,32,1
1269,2087,12,1
1311,7773,16,1
1379,3360,8,1
785,7590,14,0
476,6839,18,0
83,3351,30,0
1134,6005,33,1
1974,5400,34,1
190,5154,44,1
800,1816,49,1
936,9304,34,1
1933,1410,49,1
251,717,7,0
1748,4357,6,1
291,6199,6,0
1669,568,22,1
1225,6005,8,1
1821,1239,37,1
326,9728,15,0
1535,8828,26,1
1433,1051,39,1
1631,8112,3,1
1814,3106,10,1
1986,6175,3,1
1965,7990,30,1
837,6052,46,1
508,7177,22,0
731,9142,3,0
1625,2071,1,1
72,1291,33,1
1271,4020,19,1
641,7865,36,1
1748,6293,34,1
940,3146,31,1
1879,404,43,1
608,6439,24,0
1611,8143,12,1
1959,5008,13,1
566,2904,16,0
1368,4036,16,1
1995,812,20,1
1949,6948,41,1
54,9973,48,1
1754,9625,27,1
528,8466,39,1
611,3305,13,0
1556,5285,4,1
1582,9708,32,1
1987,6606,45,1
193,1872,40,1
1919,1174,34,1
58,5547,39,1
1461,8883,43,1
1135,5364,17,1
129,7422,24,0
1873,6751,29,1
706,2510,46,1
1949,9139,28,1
852,6541,45,1
1350,8785,47,1
8,8837,22,0
29,9832,28,0
1136,9175,25,1
947,4056,41,1
1697,6653,3,1
131,6969,13,0
188,7631,31,1
1699,3194,13,1
709,2465,41,1
1499,6768,18,1
1388,5100,37,1
1228,8020,43,1
212,3447,34,1
1645,3775,17,1
276,1052,21,0
1097,3400,36,1
1703,3279,40,1
1796,3347,19,1
243,4515,12,0
1811,3457,28,1
1126,6572,11,1
987,6096,48,1
685,4948,37,1
171,5575,28,0
653,1137,35,1
1933,8362,44,1
188,7108,15,0
1465,6031,16,1
1110,5742,45,1
1500,205,7,1
52,869,47,1
111,3040,3,0
1973,7999,31,1
877,6714,12,0
1878,5905,8,1
1067,4455,25,1
211,1033,44,1
1992,8866,35,1
1224,5760,12,1
1834,6006,21,1
858,6150,26,0
1776,8361,2,1
627,4574,14,0
1050,9594,46,1
1943,354,4,1
299,9999,17,0
1101,7187,47,1
924,4887,48,1
137,7962,5,0
1044,9125,24,1
440,6456,49,1
211,3842,7,0
752,2135,23,0
1575,2067,47,1
435,8391,17,0
780,1952,12,0
1231,3283,11,1
439,6718,11,0
1998,8403,34,1
1803,282,47,1
666,6840,37,1
1066,264,29,1
411,7058,48,1
1547,2237,36,1
806,554,27,0
610,2385,42,1
427,7946,22,0
1299,4922,2,1
1472,641,47,1
902,6133,36,1
942,2765,48,1
1908,7249,30,1
742,5898,7,0
1393,5885,12,1
1962,4714,3,1
1244,4392,17,1
1601,6289,41,1
1891,6773,32,1
1256,1788,8,1
328,5195,23,0
1467,7683,38,1
52,7924,30,0
1910,1737,15,1
1967,6066,10,1
376,4770,38,1
263,5303,15,0
267,5234,30,0
359,1990,46,1
1341,3305,26,1
1348,8769,45,1
1945,2466,14,1
1932,7659,3,1
1690,2626,36,1
1894,7907,26,1
1902,466,14,1
652,6621,31,1
1963,6706,14,1
1587,112,40,1
